БЕ,Наименование дочернего Общества,Адрес склада,Дата поступления,Классы МТР,Наименование класса,Подклассы МТР,Наименование подкласса,КСМ (код материала),Наименование материала,БЕИ (единица измерения),Количество,Стоимость запасов,Цена запаса,Плановая рентабельность
1376,"ООО ""РН-Сервис""","Ханты-Мансийск, улица Индустриальная, Ханты-Мансийский автономный округ, Россия",11.11.2018,34,Продукция лесной и  деревообрабат.пром.,34-020000,Пиломатериалы,1041051,Доска-1-хвойная-40х150,КубичМетр,23.000,"30,405.27",1 261.42,4.8
1376,"ООО ""РН-Сервис""","Ханты-Мансийск, улица Индустриальная, Ханты-Мансийский автономный округ, Россия",27.11.2022,34,Продукция лесной и  деревообрабат.пром.,34-020000,Пиломатериалы,1041052,Доска-1-хвойная-30х150,КубичМетр,5.000,"5,948.08",1 135.13,4.8
1376,"ООО ""РН-Сервис""","Ванкор, Красноярский край, Россия",20.07.2020,34,Продукция лесной и  деревообрабат.пром.,34-020000,Пиломатериалы,1877687,Доска-1-сосна-30х120,КубичМетр,52.000,"58,132.52",1 066.73,4.8
1376,"ООО ""РН-Сервис""","Ханты-Мансийск, улица Индустриальная, Ханты-Мансийский автономный округ, Россия",18.04.2016,34,Продукция лесной и  деревообрабат.пром.,34-020000,Пиломатериалы,2243961,Пиломатериал-2-береза-50х200 (обрезной),КубичМетр,9.000,"12,134.08",1 286.48,4.8
1744,"АО ""РОСПАН ИНТЕРНЕШНЛ""","Новый Уренгой, ул. Дружба микрорайон 3, Ямало-Ненецкий автономный округ, Россия",16.07.2017,34,Продукция лесной и  деревообрабат.пром.,34-020000,Пиломатериалы,1041051,Доска-1-хвойная-40х150,КубичМетр,0.504,498.72,948.72,4.3
1745,"АО ""Тюменнефтегаз""","Ханты-Мансийск, Россия",11.03.2023,34,Продукция лесной и  деревообрабат.пром.,34-020000,Пиломатериалы,1494556,Доска-1-хвойная-28х145 (3000мм),Штука,1 018.000,"1,040,239.55",978.78,4.4
1745,"АО ""Тюменнефтегаз""","Ханты-Мансийск, Россия",24.05.2022,34,Продукция лесной и  деревообрабат.пром.,34-020000,Пиломатериалы,1494556,Доска-1-хвойная-28х145 (3000мм),Штука,4 220.000,"5,550,672.18",1 259.89,4.4
1745,"АО ""Тюменнефтегаз""","Ханты-Мансийск, Россия",27.06.2022,34,Продукция лесной и  деревообрабат.пром.,34-020000,Пиломатериалы,1494556,Доска-1-хвойная-28х145 (3000мм),Штука,10 357.000,"12,210,899.27",1 129.31,4.4
1745,"АО ""Тюменнефтегаз""","Ханты-Мансийск, Россия",21.02.2015,34,Продукция лесной и  деревообрабат.пром.,34-020000,Пиломатериалы,1494556,Доска-1-хвойная-28х145 (3000мм),Штука,1 640.000,"1,585,511.52",926.03,4.4
1746,"ООО ""РН-Уватнефтегаз""","Куст № 50 Мыхпайского месторождения, Ханты-Мансийский Автономный округ, Россия",01.10.2022,34,Продукция лесной и  деревообрабат.пром.,34-020000,Пиломатериалы,1059585,Брус-2-хвойный-100Х100,КубичМетр,10.000,"277,908.02",26 467.43,5.0
1746,"ООО ""РН-Уватнефтегаз""","Куст № 50 Мыхпайского месторождения, Ханты-Мансийский Автономный округ, Россия",10.08.2020,34,Продукция лесной и  деревообрабат.пром.,34-020000,Пиломатериалы,1527694,Брус-2-сосна-150х150,КубичМетр,2.000,"38,144.67",18 164.13,5.0
1746,"ООО ""РН-Уватнефтегаз""","Куст № 50 Мыхпайского месторождения, Ханты-Мансийский Автономный округ, Россия",05.05.2021,34,Продукция лесной и  деревообрабат.пром.,34-020000,Пиломатериалы,1527694,Брус-2-сосна-150х150,КубичМетр,8.000,"138,695.93",16 511.42,5.0
1746,"ООО ""РН-Уватнефтегаз""","Кальчинское нефтегазоконденсатное месторождение, Тюменская область,  Россия",17.07.2018,34,Продукция лесной и  деревообрабат.пром.,34-020000,Пиломатериалы,1059585,Брус-2-хвойный-100Х100,КубичМетр,10.040,"135,006.86",12 806.57,5.0
1746,"ООО ""РН-Уватнефтегаз""","Кальчинское нефтегазоконденсатное месторождение, Тюменская область,  Россия",10.06.2015,34,Продукция лесной и  деревообрабат.пром.,34-020000,Пиломатериалы,1168375,Доска-3-хвойная-50х100,КубичМетр,3.730,"4,898.52",1 250.74,5.0
1746,"ООО ""РН-Уватнефтегаз""","Кальчинское нефтегазоконденсатное месторождение, Тюменская область,  Россия",21.06.2021,34,Продукция лесной и  деревообрабат.пром.,34-020000,Пиломатериалы,1059585,Брус-2-хвойный-100Х100,КубичМетр,7.920,"166,246.82",19 991.20,5.0
1746,"ООО ""РН-Уватнефтегаз""","посёлок Туртас, Уватский муниципальный округ, Школьная улица, Тюменская область, Россия",26.01.2017,34,Продукция лесной и  деревообрабат.пром.,34-020000,Пиломатериалы,1047320,Доска-2-хвойная-25х150,КубичМетр,0.200,207.62,988.66,5.0
1746,"ООО ""РН-Уватнефтегаз""","посёлок Туртас, Уватский муниципальный округ, Школьная улица, Тюменская область, Россия",06.12.2019,34,Продукция лесной и  деревообрабат.пром.,34-020000,Пиломатериалы,1047320,Доска-2-хвойная-25х150,КубичМетр,4.180,"5,132.41",1 169.38,5.0
1746,"ООО ""РН-Уватнефтегаз""","посёлок Туртас, Уватский муниципальный округ, Школьная улица, Тюменская область, Россия",05.08.2016,34,Продукция лесной и  деревообрабат.пром.,34-020000,Пиломатериалы,1059585,Брус-2-хвойный-100Х100,КубичМетр,10.420,"135,382.40",12 373.86,5.0
1746,"ООО ""РН-Уватнефтегаз""","посёлок Туртас, Уватский муниципальный округ, Школьная улица, Тюменская область, Россия",12.11.2020,34,Продукция лесной и  деревообрабат.пром.,34-020000,Пиломатериалы,1059585,Брус-2-хвойный-100Х100,КубичМетр,25.080,"450,611.87",17 111.41,5.0
1746,"ООО ""РН-Уватнефтегаз""","посёлок Туртас, Уватский муниципальный округ, Школьная улица, Тюменская область, Россия",01.12.2019,34,Продукция лесной и  деревообрабат.пром.,34-020000,Пиломатериалы,1059585,Брус-2-хвойный-100Х100,КубичМетр,10.820,"301,966.06",26 579.18,5.0
1746,"ООО ""РН-Уватнефтегаз""","посёлок Туртас, Уватский муниципальный округ, Школьная улица, Тюменская область, Россия",23.06.2023,34,Продукция лесной и  деревообрабат.пром.,34-020000,Пиломатериалы,1168375,Доска-3-хвойная-50х100,КубичМетр,10.000,"12,464.66",1 187.11,5.0
1746,"ООО ""РН-Уватнефтегаз""","посёлок Туртас, Уватский муниципальный округ, Школьная улица, Тюменская область, Россия",17.01.2016,34,Продукция лесной и  деревообрабат.пром.,34-020000,Пиломатериалы,1168375,Доска-3-хвойная-50х100,КубичМетр,10.000,"13,184.85",1 255.70,5.0
