БЕ,Наименование дочернего Общества,Адрес склада,Дата поступления,Классы МТР,Наименование класса,Подклассы МТР,Наименование подкласса,КСМ (код материала),Наименование материала,БЕИ (единица измерения),Количество,Стоимость запасов,Цена запаса
1744,"АО ""РОСПАН ИНТЕРНЕШНЛ""","Новый Уренгой, ул. Дружба микрорайон 3, Ямало-Ненецкий автономный округ, Россия",16.07.2017,34,Продукция лесной и  деревообрабат.пром.,34-020000,Пиломатериалы,1041051,Доска-1-хвойная-40х150,КубичМетр,0.504,478.15,948.72
1808,РН-Смазочные материалы,"Рязань, Район Южный Промузел, Рязанская область, Россия",24.06.2019,34,Продукция лесной и  деревообрабат.пром.,34-020000,Пиломатериалы,1059585,Брус-2-хвойный-100Х100,КубичМетр,12.000,"351,393.24",29 282.77
1808,РН-Смазочные материалы,"Рязань, Район Южный Промузел, Рязанская область, Россия",23.01.2018,34,Продукция лесной и  деревообрабат.пром.,34-020000,Пиломатериалы,1191449,Доска-2-береза-40 (необрезная),КубичМетр,10.000,"10,178.80",1 017.88
1808,РН-Смазочные материалы,"Рязань, Район Южный Промузел, Рязанская область, Россия",02.04.2015,34,Продукция лесной и  деревообрабат.пром.,34-020000,Пиломатериалы,1038425,Доска-2-хвойная-40х150,КубичМетр,24.000,"30,680.88",1 278.37
1808,РН-Смазочные материалы,"Рязань, Район Южный Промузел, Рязанская область, Россия",14.04.2016,34,Продукция лесной и  деревообрабат.пром.,34-020000,Пиломатериалы,1309666,Доска-1-хвойная-20х150,КубичМетр,24.000,"26,348.88",1 097.87
1808,РН-Смазочные материалы,"Рязань, Район Южный Промузел, Рязанская область, Россия",18.01.2025,34,Продукция лесной и  деревообрабат.пром.,34-020000,Пиломатериалы,1510331,Доска-2-хвойная-20 (необрезная),КубичМетр,10.000,"11,865.60",1 186.56
1221,"ООО ""РН-Туапсинский НПЗ""","район Туапсинский, улица Сочинская, Краснодарский край, Россия",11.12.2016,34,Продукция лесной и  деревообрабат.пром.,34-020000,Пиломатериалы,1023496,Брус 150Х150мм,КубичМетр,5.000,"115,079.05",23 015.81
1221,"ООО ""РН-Туапсинский НПЗ""","район Туапсинский, улица Сочинская, Краснодарский край, Россия",09.01.2016,34,Продукция лесной и  деревообрабат.пром.,34-020000,Пиломатериалы,1059585,Брус-2-хвойный-100Х100,КубичМетр,4.800,"148,394.74",30 915.57
1221,"ООО ""РН-Туапсинский НПЗ""","район Туапсинский, улица Сочинская, Краснодарский край, Россия",05.10.2023,34,Продукция лесной и  деревообрабат.пром.,34-020000,Пиломатериалы,1527694,Брус-2-сосна-150х150,КубичМетр,2.650,"50,021.16",18 875.91
1221,"ООО ""РН-Туапсинский НПЗ""","район Туапсинский, улица Сочинская, Краснодарский край, Россия",30.03.2021,34,Продукция лесной и  деревообрабат.пром.,34-020000,Пиломатериалы,1059585,Брус-2-хвойный-100Х100,КубичМетр,10.800,"134,265.60",12 432.00
1221,"ООО ""РН-Туапсинский НПЗ""","район Туапсинский, улица Сочинская, Краснодарский край, Россия",07.11.2023,34,Продукция лесной и  деревообрабат.пром.,34-020000,Пиломатериалы,1732745,Брус-2-хвойный-150х150,КубичМетр,22.680,"436,189.02",19 232.32
1221,"ООО ""РН-Туапсинский НПЗ""","район Туапсинский, улица Сочинская, Краснодарский край, Россия",08.03.2025,34,Продукция лесной и  деревообрабат.пром.,34-020000,Пиломатериалы,1317889,Доска-1-хвойная-50х125,КубичМетр,2.000,"2,321.62",1 160.81
1221,"ООО ""РН-Туапсинский НПЗ""","район Туапсинский, улица Сочинская, Краснодарский край, Россия",16.03.2023,34,Продукция лесной и  деревообрабат.пром.,34-020000,Пиломатериалы,1106662,Доска-2-осина-50х150 (обрезная),КубичМетр,1.730,"1,832.24",1 059.10
1221,"ООО ""РН-Туапсинский НПЗ""","район Туапсинский, улица Сочинская, Краснодарский край, Россия",31.07.2020,34,Продукция лесной и  деревообрабат.пром.,34-020000,Пиломатериалы,1311249,Доска-1-хвойная-25х125,КубичМетр,0.106,114.10,1 076.38
1221,"ООО ""РН-Туапсинский НПЗ""","район Туапсинский, улица Сочинская, Краснодарский край, Россия",16.03.2015,34,Продукция лесной и  деревообрабат.пром.,34-020000,Пиломатериалы,1311249,Доска-1-хвойная-25х125,КубичМетр,3.000,"3,536.04",1 178.68
1221,"ООО ""РН-Туапсинский НПЗ""","район Туапсинский, улица Сочинская, Краснодарский край, Россия",07.08.2023,34,Продукция лесной и  деревообрабат.пром.,34-020000,Пиломатериалы,1317889,Доска-1-хвойная-50х125,КубичМетр,1.262,"1,574.64",1 247.73
1221,"ООО ""РН-Туапсинский НПЗ""","район Туапсинский, улица Сочинская, Краснодарский край, Россия",23.07.2019,34,Продукция лесной и  деревообрабат.пром.,34-020000,Пиломатериалы,1317889,Доска-1-хвойная-50х125,КубичМетр,3.000,"2,751.66",917.22
1222,ООО РН-Комсомольский НПЗ,"Комсомольск-на-Амуре, Ленинградская улица 115, Хабаровский край, Россия",12.10.2021,34,Продукция лесной и  деревообрабат.пром.,34-020000,Пиломатериалы,1018599,Доска обрезная 30мм,КубичМетр,11.210,"10,501.75",936.82
1222,ООО РН-Комсомольский НПЗ,"Комсомольск-на-Амуре, Ленинградская улица 115, Хабаровский край, Россия",24.11.2024,34,Продукция лесной и  деревообрабат.пром.,34-020000,Пиломатериалы,1041051,Доска-1-хвойная-40х150,КубичМетр,3.750,"4,098.60",1 092.96
1222,ООО РН-Комсомольский НПЗ,"Комсомольск-на-Амуре, Ленинградская улица 115, Хабаровский край, Россия",21.11.2024,34,Продукция лесной и  деревообрабат.пром.,34-020000,Пиломатериалы,1056130,Доска-1-хвойная-50х150,КубичМетр,7.250,"8,242.31",1 136.87
1222,ООО РН-Комсомольский НПЗ,"Комсомольск-на-Амуре, Ленинградская улица 115, Хабаровский край, Россия",18.04.2016,34,Продукция лесной и  деревообрабат.пром.,34-020000,Пиломатериалы,1459560,Доска-1-хвойная-40х120,КубичМетр,11.800,"11,791.39",999.27
1222,ООО РН-Комсомольский НПЗ,"Комсомольск-на-Амуре, Ленинградская улица 115, Хабаровский край, Россия",30.06.2020,34,Продукция лесной и  деревообрабат.пром.,34-020000,Пиломатериалы,1484124,Брус-1-хвойный-120х150,КубичМетр,0.200,"4,531.14",22 655.70
1222,ООО РН-Комсомольский НПЗ,"Комсомольск-на-Амуре, Ленинградская улица 115, Хабаровский край, Россия",25.08.2020,34,Продукция лесной и  деревообрабат.пром.,34-020000,Пиломатериалы,10309367,Доска-1-лиственница-30х150мм,КубичМетр,7.500,"9,647.55",1 286.34
1222,ООО РН-Комсомольский НПЗ,"Комсомольск-на-Амуре, Ленинградская улица 115, Хабаровский край, Россия",12.10.2017,34,Продукция лесной и  деревообрабат.пром.,34-020000,Пиломатериалы,1018599,Доска обрезная 30мм,КубичМетр,4.500,"5,624.51",1 249.89
1222,ООО РН-Комсомольский НПЗ,"Комсомольск-на-Амуре, Ленинградская улица 115, Хабаровский край, Россия",16.01.2023,34,Продукция лесной и  деревообрабат.пром.,34-020000,Пиломатериалы,1041051,Доска-1-хвойная-40х150,КубичМетр,10.000,"10,203.80",1 020.38
1222,ООО РН-Комсомольский НПЗ,"Комсомольск-на-Амуре, Ленинградская улица 115, Хабаровский край, Россия",14.12.2024,34,Продукция лесной и  деревообрабат.пром.,34-020000,Пиломатериалы,1041051,Доска-1-хвойная-40х150,КубичМетр,20.257,"20,405.48",1 007.33
1222,ООО РН-Комсомольский НПЗ,"Комсомольск-на-Амуре, Ленинградская улица 115, Хабаровский край, Россия",03.05.2015,34,Продукция лесной и  деревообрабат.пром.,34-020000,Пиломатериалы,1023496,Брус 150Х150мм,КубичМетр,29.700,"1,004,479.54",33 820.86
1298,"АО ""АНХК""","Ангарск, 63-й промквартал микрорайон, Промзона АНХК, 1445, Иркутская область, Россия",02.08.2024,34,Продукция лесной и  деревообрабат.пром.,34-020000,Пиломатериалы,1527694,Брус-2-сосна-150х150,КубичМетр,2.070,"61,580.51",29 749.04
1298,"АО ""АНХК""","Ангарск, 63-й промквартал микрорайон, Промзона АНХК, 1407, Иркутская область, Россия",12.11.2019,34,Продукция лесной и  деревообрабат.пром.,34-020000,Пиломатериалы,1047318,Доска-1-хвойная-25х150,КубичМетр,9.370,"12,054.41",1 286.49
